"cod","sex","age","pop1","pop2","deaths","date1","date2"
12,"m",65,6504,8715,1268,2001-11-25,2010-11-28
12,"m",70,5353,6699,1444,2001-11-25,2010-11-28
12,"m",75,3715,4279,1548,2001-11-25,2010-11-28
12,"m",80,2404,2740,1400,2001-11-25,2010-11-28
12,"m",85,3655,1909,1962,2001-11-25,2010-11-28
12,"f",0,36938,40793,1036,2001-11-25,2010-11-28
12,"f",10,35655,42921,195,2001-11-25,2010-11-28
12,"f",15,32034,38068,247,2001-11-25,2010-11-28
12,"f",20,31130,32721,319,2001-11-25,2010-11-28
12,"f",25,25090,30246,345,2001-11-25,2010-11-28
12,"f",30,22271,28001,291,2001-11-25,2010-11-28
12,"f",35,20023,24551,359,2001-11-25,2010-11-28
12,"f",40,16690,21143,378,2001-11-25,2010-11-28
12,"f",45,13442,19047,523,2001-11-25,2010-11-28
12,"f",5,36674,42753,208,2001-11-25,2010-11-28
12,"f",50,11418,15212,597,2001-11-25,2010-11-28
12,"f",55,8115,12735,683,2001-11-25,2010-11-28
12,"f",60,7238,9722,813,2001-11-25,2010-11-28
12,"f",65,5666,8024,898,2001-11-25,2010-11-28
12,"f",70,4314,5716,1018,2001-11-25,2010-11-28
12,"f",75,2911,3608,1039,2001-11-25,2010-11-28
12,"f",80,2346,2467,977,2001-11-25,2010-11-28
12,"f",85,3654,2155,2129,2001-11-25,2010-11-28
13,"m",0,69587,71026,1376,2001-11-25,2010-11-28
13,"m",10,70354,77844,352,2001-11-25,2010-11-28
13,"m",15,60704,68237,692,2001-11-25,2010-11-28
13,"m",20,55347,57489,1278,2001-11-25,2010-11-28
13,"m",25,44173,51998,1384,2001-11-25,2010-11-28
13,"m",30,41925,48281,1265,2001-11-25,2010-11-28
13,"m",35,36277,44206,1200,2001-11-25,2010-11-28
13,"m",40,32191,39812,1180,2001-11-25,2010-11-28
13,"m",45,26566,35070,1282,2001-11-25,2010-11-28
13,"m",5,69585,77179,397,2001-11-25,2010-11-28
13,"m",50,23176,29598,1624,2001-11-25,2010-11-28
13,"m",55,16238,25288,1726,2001-11-25,2010-11-28
13,"m",60,14426,19690,1853,2001-11-25,2010-11-28
13,"m",65,11706,14666,2292,2001-11-25,2010-11-28
13,"m",70,9513,12073,2515,2001-11-25,2010-11-28
13,"m",75,6815,7574,2541,2001-11-25,2010-11-28
13,"m",80,4483,5313,2458,2001-11-25,2010-11-28
13,"m",85,6455,4181,4224,2001-11-25,2010-11-28
13,"f",0,67649,68259,1088,2001-11-25,2010-11-28
13,"f",10,67447,74775,278,2001-11-25,2010-11-28
13,"f",15,59773,67452,388,2001-11-25,2010-11-28
13,"f",20,55692,58048,404,2001-11-25,2010-11-28
13,"f",25,46482,53256,418,2001-11-25,2010-11-28
13,"f",30,41817,49059,426,2001-11-25,2010-11-28
13,"f",35,36133,45000,509,2001-11-25,2010-11-28
13,"f",40,31034,39374,574,2001-11-25,2010-11-28
13,"f",45,25587,34337,752,2001-11-25,2010-11-28
13,"f",5,67938,73745,302,2001-11-25,2010-11-28
13,"f",50,21629,28823,931,2001-11-25,2010-11-28
13,"f",55,15191,24546,1050,2001-11-25,2010-11-28
13,"f",60,13962,18878,1194,2001-11-25,2010-11-28
13,"f",65,11862,14510,1472,2001-11-25,2010-11-28
13,"f",70,9159,11963,1792,2001-11-25,2010-11-28
13,"f",75,7352,7975,2025,2001-11-25,2010-11-28
13,"f",80,5209,5746,2150,2001-11-25,2010-11-28
13,"f",85,8608,5829,5119,2001-11-25,2010-11-28
14,"m",0,9123,11216,214,2001-11-25,2010-11-28
14,"m",10,7900,9959,47,2001-11-25,2010-11-28
14,"m",15,6632,8469,84,2001-11-25,2010-11-28
14,"m",20,4172,6304,92,2001-11-25,2010-11-28
14,"m",25,3376,5466,56,2001-11-25,2010-11-28
14,"m",30,3236,4141,52,2001-11-25,2010-11-28
14,"m",35,2827,3626,64,2001-11-25,2010-11-28
14,"m",40,2422,3142,76,2001-11-25,2010-11-28
14,"m",45,1806,2859,92,2001-11-25,2010-11-28
14,"m",5,8658,10481,69,2001-11-25,2010-11-28
14,"m",50,1663,2290,80,2001-11-25,2010-11-28
14,"m",55,1315,1797,84,2001-11-25,2010-11-28
14,"m",60,1208,1553,104,2001-11-25,2010-11-28
14,"m",65,847,1248,116,2001-11-25,2010-11-28
14,"m",70,649,846,130,2001-11-25,2010-11-28
14,"m",75,422,501,120,2001-11-25,2010-11-28
14,"m",80,292,337,85,2001-11-25,2010-11-28
14,"m",85,356,294,241,2001-11-25,2010-11-28
14,"f",0,8954,10801,190,2001-11-25,2010-11-28
14,"f",10,7944,9490,39,2001-11-25,2010-11-28
14,"f",15,6314,7912,60,2001-11-25,2010-11-28
14,"f",20,4758,6233,47,2001-11-25,2010-11-28
14,"f",25,4048,5344,26,2001-11-25,2010-11-28
14,"f",30,3278,4313,41,2001-11-25,2010-11-28
14,"f",35,3022,3817,41,2001-11-25,2010-11-28
14,"f",40,2419,3190,49,2001-11-25,2010-11-28
14,"f",45,1859,2762,48,2001-11-25,2010-11-28
14,"f",5,8460,10752,33,2001-11-25,2010-11-28
14,"f",50,1582,2148,47,2001-11-25,2010-11-28
14,"f",55,1320,1723,54,2001-11-25,2010-11-28
14,"f",60,1071,1469,82,2001-11-25,2010-11-28
14,"f",65,756,1281,86,2001-11-25,2010-11-28
14,"f",70,702,770,75,2001-11-25,2010-11-28
14,"f",75,419,476,84,2001-11-25,2010-11-28
14,"f",80,374,348,103,2001-11-25,2010-11-28
14,"f",85,611,297,222,2001-11-25,2010-11-28
15,"m",0,5860,6891,184,2001-11-25,2010-11-28
15,"m",10,5187,6641,40,2001-11-25,2010-11-28
15,"m",15,4302,5604,68,2001-11-25,2010-11-28
15,"m",20,3677,4323,96,2001-11-25,2010-11-28
15,"m",25,2933,4097,88,2001-11-25,2010-11-28
15,"m",30,2469,3583,53,2001-11-25,2010-11-28
15,"m",35,2184,3040,56,2001-11-25,2010-11-28
15,"m",40,1857,2479,59,2001-11-25,2010-11-28
15,"m",45,1416,2243,83,2001-11-25,2010-11-28
15,"m",5,5805,7122,56,2001-11-25,2010-11-28
15,"m",50,1211,1657,71,2001-11-25,2010-11-28
15,"m",55,841,1402,82,2001-11-25,2010-11-28
15,"m",60,711,1073,89,2001-11-25,2010-11-28
15,"m",65,534,867,93,2001-11-25,2010-11-28
15,"m",70,368,566,118,2001-11-25,2010-11-28
15,"m",75,252,333,109,2001-11-25,2010-11-28
15,"m",80,135,170,119,2001-11-25,2010-11-28
15,"m",85,223,129,113,2001-11-25,2010-11-28
15,"f",0,5798,6730,169,2001-11-25,2010-11-28
15,"f",10,5193,6363,32,2001-11-25,2010-11-28
15,"f",15,4330,5586,43,2001-11-25,2010-11-28
15,"f",20,3458,4364,33,2001-11-25,2010-11-28
15,"f",25,2826,4132,31,2001-11-25,2010-11-28
15,"f",30,2317,3334,33,2001-11-25,2010-11-28
15,"f",35,2109,2997,26,2001-11-25,2010-11-28
15,"f",40,1715,2249,27,2001-11-25,2010-11-28
15,"f",45,1251,2136,42,2001-11-25,2010-11-28
15,"f",5,5723,6898,44,2001-11-25,2010-11-28
15,"f",50,1087,1550,36,2001-11-25,2010-11-28
15,"f",55,765,1333,42,2001-11-25,2010-11-28
15,"f",60,641,990,53,2001-11-25,2010-11-28
15,"f",65,482,821,57,2001-11-25,2010-11-28
15,"f",70,358,495,80,2001-11-25,2010-11-28
15,"f",75,259,309,88,2001-11-25,2010-11-28
15,"f",80,173,207,86,2001-11-25,2010-11-28
15,"f",85,291,147,107,2001-11-25,2010-11-28
16,"m",0,4319,5426,149,2001-11-25,2010-11-28
16,"m",10,3780,5139,21,2001-11-25,2010-11-28
16,"m",15,3710,4766,38,2001-11-25,2010-11-28
16,"m",20,2908,3709,37,2001-11-25,2010-11-28
16,"m",25,2332,3269,43,2001-11-25,2010-11-28
16,"m",30,1964,2783,48,2001-11-25,2010-11-28
16,"m",35,1777,2462,43,2001-11-25,2010-11-28
16,"m",40,1564,1956,31,2001-11-25,2010-11-28
16,"m",45,1154,1715,36,2001-11-25,2010-11-28
16,"m",5,4218,5520,36,2001-11-25,2010-11-28
16,"m",50,1002,1392,40,2001-11-25,2010-11-28
16,"m",55,725,1125,45,2001-11-25,2010-11-28
16,"m",60,645,928,49,2001-11-25,2010-11-28
16,"m",65,469,703,64,2001-11-25,2010-11-28
16,"m",70,419,494,79,2001-11-25,2010-11-28
16,"m",75,287,325,99,2001-11-25,2010-11-28
16,"m",80,211,198,69,2001-11-25,2010-11-28
16,"m",85,324,174,126,2001-11-25,2010-11-28
16,"f",0,4124,5286,91,2001-11-25,2010-11-28
16,"f",10,3577,5062,17,2001-11-25,2010-11-28
16,"f",15,3244,4342,28,2001-11-25,2010-11-28
16,"f",20,2574,3602,21,2001-11-25,2010-11-28
16,"f",25,2246,3397,20,2001-11-25,2010-11-28
16,"f",30,2013,2906,15,2001-11-25,2010-11-28
16,"f",35,1799,2541,31,2001-11-25,2010-11-28
16,"f",40,1385,1951,20,2001-11-25,2010-11-28
16,"f",45,1066,1740,17,2001-11-25,2010-11-28
16,"f",5,4153,5493,21,2001-11-25,2010-11-28
16,"f",50,941,1382,22,2001-11-25,2010-11-28
16,"f",55,666,1026,40,2001-11-25,2010-11-28
16,"f",60,555,857,37,2001-11-25,2010-11-28
16,"f",65,444,706,40,2001-11-25,2010-11-28
16,"f",70,300,433,54,2001-11-25,2010-11-28
16,"f",75,235,276,66,2001-11-25,2010-11-28
16,"f",80,142,242,58,2001-11-25,2010-11-28
16,"f",85,222,152,120,2001-11-25,2010-11-28
17,"m",0,123250,141068,5129,2001-11-25,2010-11-28
17,"m",10,122562,143257,824,2001-11-25,2010-11-28
17,"m",15,121002,138555,1580,2001-11-25,2010-11-28
17,"m",20,121814,138479,2484,2001-11-25,2010-11-28
17,"m",25,98702,132441,2300,2001-11-25,2010-11-28
17,"m",30,88203,113834,1910,2001-11-25,2010-11-28
17,"m",35,77649,97309,1775,2001-11-25,2010-11-28
17,"m",40,68251,83032,1914,2001-11-25,2010-11-28
17,"m",45,53332,76351,2096,2001-11-25,2010-11-28
17,"m",5,125291,145374,934,2001-11-25,2010-11-28
17,"m",50,44704,61094,2305,2001-11-25,2010-11-28
17,"m",55,32038,50555,2481,2001-11-25,2010-11-28
17,"m",60,25753,38601,2759,2001-11-25,2010-11-28
17,"m",65,20132,29911,2999,2001-11-25,2010-11-28
17,"m",70,16706,20736,3741,2001-11-25,2010-11-28
17,"m",75,11555,13946,4358,2001-11-25,2010-11-28
17,"m",80,7481,9516,4635,2001-11-25,2010-11-28
17,"m",85,8856,7470,7869,2001-11-25,2010-11-28
17,"f",0,119554,136332,4121,2001-11-25,2010-11-28
17,"f",10,120803,139442,653,2001-11-25,2010-11-28
17,"f",15,125250,138955,821,2001-11-25,2010-11-28
17,"f",20,127524,143354,886,2001-11-25,2010-11-28
17,"f",25,105867,138911,814,2001-11-25,2010-11-28
17,"f",30,93790,121343,706,2001-11-25,2010-11-28
17,"f",35,85669,106374,858,2001-11-25,2010-11-28
17,"f",40,73390,91179,996,2001-11-25,2010-11-28
17,"f",45,57311,84180,1323,2001-11-25,2010-11-28
17,"f",5,122102,141863,688,2001-11-25,2010-11-28
17,"f",50,47189,67095,1580,2001-11-25,2010-11-28
17,"f",55,33941,54860,1849,2001-11-25,2010-11-28
17,"f",60,28382,42337,2086,2001-11-25,2010-11-28
17,"f",65,23517,33459,2463,2001-11-25,2010-11-28
17,"f",70,18600,24014,3047,2001-11-25,2010-11-28
17,"f",75,13809,16855,3946,2001-11-25,2010-11-28
17,"f",80,9879,12494,4662,2001-11-25,2010-11-28
17,"f",85,12339,10976,11325,2001-11-25,2010-11-28
18,"m",0,22464,22886,963,2001-11-25,2010-11-28
18,"m",10,23999,24885,174,2001-11-25,2010-11-28
18,"m",15,22331,24619,281,2001-11-25,2010-11-28
18,"m",20,19762,22105,412,2001-11-25,2010-11-28
18,"m",25,15547,20189,339,2001-11-25,2010-11-28
18,"m",30,14553,17665,357,2001-11-25,2010-11-28
18,"m",35,12822,15312,344,2001-11-25,2010-11-28
18,"m",40,11263,13678,387,2001-11-25,2010-11-28
18,"m",45,9123,12330,438,2001-11-25,2010-11-28
18,"m",5,24138,24464,175,2001-11-25,2010-11-28
18,"m",50,8420,10196,528,2001-11-25,2010-11-28
18,"m",55,6540,8778,580,2001-11-25,2010-11-28
18,"m",60,5900,7374,696,2001-11-25,2010-11-28
18,"m",65,4864,6430,812,2001-11-25,2010-11-28
18,"m",70,4071,4927,945,2001-11-25,2010-11-28
18,"m",75,3244,3658,1303,2001-11-25,2010-11-28
18,"m",80,2114,2519,1402,2001-11-25,2010-11-28
18,"m",85,2315,1999,2433,2001-11-25,2010-11-28
18,"f",0,21768,22233,799,2001-11-25,2010-11-28
18,"f",10,23888,24270,115,2001-11-25,2010-11-28
18,"f",15,22863,24806,228,2001-11-25,2010-11-28
18,"f",20,21460,23006,187,2001-11-25,2010-11-28
18,"f",25,17708,21795,179,2001-11-25,2010-11-28
18,"f",30,15820,19291,169,2001-11-25,2010-11-28
18,"f",35,14889,17485,167,2001-11-25,2010-11-28
18,"f",40,12431,15269,247,2001-11-25,2010-11-28
18,"f",45,10370,13978,259,2001-11-25,2010-11-28
18,"f",5,23998,23870,145,2001-11-25,2010-11-28
18,"f",50,9442,11378,327,2001-11-25,2010-11-28
18,"f",55,7112,10161,434,2001-11-25,2010-11-28
18,"f",60,6584,8366,527,2001-11-25,2010-11-28
18,"f",65,5515,7237,594,2001-11-25,2010-11-28
18,"f",70,4564,5658,815,2001-11-25,2010-11-28
18,"f",75,3611,4215,1111,2001-11-25,2010-11-28
18,"f",80,2466,3106,1363,2001-11-25,2010-11-28
18,"f",85,2819,2783,3081,2001-11-25,2010-11-28
19,"m",0,5815,5715,153,2001-11-25,2010-11-28
19,"m",10,5510,6191,33,2001-11-25,2010-11-28
19,"m",15,4429,5155,63,2001-11-25,2010-11-28
19,"m",20,2935,4013,66,2001-11-25,2010-11-28
19,"m",25,2297,3469,52,2001-11-25,2010-11-28
19,"m",30,2301,2725,43,2001-11-25,2010-11-28
19,"m",35,2010,2487,55,2001-11-25,2010-11-28
19,"m",40,1786,2246,59,2001-11-25,2010-11-28
19,"m",45,1394,2040,77,2001-11-25,2010-11-28
19,"m",5,5582,6014,43,2001-11-25,2010-11-28
19,"m",50,1366,1558,67,2001-11-25,2010-11-28
19,"m",55,1012,1412,66,2001-11-25,2010-11-28
19,"m",60,838,1120,83,2001-11-25,2010-11-28
19,"m",65,677,929,93,2001-11-25,2010-11-28
19,"m",70,477,662,97,2001-11-25,2010-11-28
19,"m",75,363,412,99,2001-11-25,2010-11-28
19,"m",80,274,266,89,2001-11-25,2010-11-28
19,"m",85,396,213,153,2001-11-25,2010-11-28
19,"f",0,5731,5406,163,2001-11-25,2010-11-28
19,"f",10,5147,5796,32,2001-11-25,2010-11-28
19,"f",15,3975,4732,41,2001-11-25,2010-11-28
19,"f",20,2930,3890,30,2001-11-25,2010-11-28
19,"f",25,2275,3279,25,2001-11-25,2010-11-28
19,"f",30,2170,2682,29,2001-11-25,2010-11-28
19,"f",35,1963,2381,20,2001-11-25,2010-11-28
19,"f",40,1617,2064,33,2001-11-25,2010-11-28
19,"f",45,1344,1793,31,2001-11-25,2010-11-28
19,"f",5,5463,5960,27,2001-11-25,2010-11-28
19,"f",50,1156,1481,31,2001-11-25,2010-11-28
19,"f",55,858,1230,47,2001-11-25,2010-11-28
19,"f",60,675,992,55,2001-11-25,2010-11-28
19,"f",65,557,794,59,2001-11-25,2010-11-28
19,"f",70,392,531,62,2001-11-25,2010-11-28
19,"f",75,268,361,83,2001-11-25,2010-11-28
19,"f",80,221,240,72,2001-11-25,2010-11-28
19,"f",85,275,168,136,2001-11-25,2010-11-28
20,"m",0,989,1070,17,2001-11-25,2010-11-28
20,"m",10,814,1199,4,2001-11-25,2010-11-28
20,"m",15,922,1026,7,2001-11-25,2010-11-28
20,"m",20,1028,982,10,2001-11-25,2010-11-28
20,"m",25,983,1211,14,2001-11-25,2010-11-28
20,"m",30,947,1127,8,2001-11-25,2010-11-28
20,"m",35,870,998,8,2001-11-25,2010-11-28
20,"m",40,641,875,2,2001-11-25,2010-11-28
20,"m",45,455,787,9,2001-11-25,2010-11-28
20,"m",5,913,1286,3,2001-11-25,2010-11-28
20,"m",50,344,542,5,2001-11-25,2010-11-28
20,"m",55,203,419,8,2001-11-25,2010-11-28
20,"m",60,160,274,6,2001-11-25,2010-11-28
20,"m",65,115,193,9,2001-11-25,2010-11-28
20,"m",70,85,103,17,2001-11-25,2010-11-28
20,"m",75,67,63,14,2001-11-25,2010-11-28
20,"m",80,33,48,9,2001-11-25,2010-11-28
20,"m",85,49,35,37,2001-11-25,2010-11-28
20,"f",0,937,1089,14,2001-11-25,2010-11-28
20,"f",10,725,1149,3,2001-11-25,2010-11-28
20,"f",15,714,914,5,2001-11-25,2010-11-28
20,"f",20,847,943,2,2001-11-25,2010-11-28
20,"f",25,857,1199,4,2001-11-25,2010-11-28
20,"f",30,800,1123,8,2001-11-25,2010-11-28
20,"f",35,675,919,0,2001-11-25,2010-11-28
20,"f",40,516,833,7,2001-11-25,2010-11-28
20,"f",45,335,677,2,2001-11-25,2010-11-28
20,"f",5,782,1189,4,2001-11-25,2010-11-28
20,"f",50,230,477,3,2001-11-25,2010-11-28
20,"f",55,186,326,10,2001-11-25,2010-11-28
20,"f",60,131,207,5,2001-11-25,2010-11-28
20,"f",65,103,148,6,2001-11-25,2010-11-28
20,"f",70,74,85,13,2001-11-25,2010-11-28
20,"f",75,70,52,8,2001-11-25,2010-11-28
20,"f",80,50,26,13,2001-11-25,2010-11-28
20,"f",85,105,36,16,2001-11-25,2010-11-28
21,"m",0,8314,10692,244,2001-11-25,2010-11-28
21,"m",10,7838,10606,52,2001-11-25,2010-11-28
21,"m",15,6748,9324,160,2001-11-25,2010-11-28
21,"m",20,6375,8089,210,2001-11-25,2010-11-28
21,"m",25,5647,7489,219,2001-11-25,2010-11-28
21,"m",30,5123,6546,182,2001-11-25,2010-11-28
21,"m",35,4695,5776,156,2001-11-25,2010-11-28
21,"m",40,3741,4961,161,2001-11-25,2010-11-28
21,"m",45,2785,4618,139,2001-11-25,2010-11-28
21,"m",5,8493,11322,58,2001-11-25,2010-11-28
21,"m",50,2283,3335,128,2001-11-25,2010-11-28
21,"m",55,1586,2657,129,2001-11-25,2010-11-28
21,"m",60,1310,1959,142,2001-11-25,2010-11-28
21,"m",65,925,1563,108,2001-11-25,2010-11-28
21,"m",70,648,1111,152,2001-11-25,2010-11-28
21,"m",75,433,522,129,2001-11-25,2010-11-28
21,"m",80,354,266,98,2001-11-25,2010-11-28
21,"m",85,603,214,122,2001-11-25,2010-11-28
21,"f",0,8324,10591,182,2001-11-25,2010-11-28
21,"f",10,7362,10297,32,2001-11-25,2010-11-28
21,"f",15,6440,8964,73,2001-11-25,2010-11-28
21,"f",20,5759,7871,69,2001-11-25,2010-11-28
21,"f",25,4744,7350,64,2001-11-25,2010-11-28
21,"f",30,3837,5932,58,2001-11-25,2010-11-28
21,"f",35,3438,5201,50,2001-11-25,2010-11-28
21,"f",40,2551,4113,58,2001-11-25,2010-11-28
21,"f",45,2028,3477,67,2001-11-25,2010-11-28
21,"f",5,8160,10939,61,2001-11-25,2010-11-28
21,"f",50,1560,2399,68,2001-11-25,2010-11-28
21,"f",55,1142,2037,59,2001-11-25,2010-11-28
21,"f",60,956,1437,64,2001-11-25,2010-11-28
21,"f",65,702,1220,57,2001-11-25,2010-11-28
21,"f",70,555,766,83,2001-11-25,2010-11-28
21,"f",75,358,423,77,2001-11-25,2010-11-28
21,"f",80,320,236,64,2001-11-25,2010-11-28
21,"f",85,538,178,93,2001-11-25,2010-11-28
22,"m",0,6533,9575,262,2001-11-25,2010-11-28
22,"m",10,5603,8423,44,2001-11-25,2010-11-28
22,"m",15,4733,7282,77,2001-11-25,2010-11-28
22,"m",20,4345,6336,140,2001-11-25,2010-11-28
22,"m",25,3534,5951,113,2001-11-25,2010-11-28
22,"m",30,3134,5150,98,2001-11-25,2010-11-28
22,"m",35,2808,4411,90,2001-11-25,2010-11-28
22,"m",40,2272,3569,93,2001-11-25,2010-11-28
22,"m",45,1685,3174,73,2001-11-25,2010-11-28
22,"m",5,6101,9106,69,2001-11-25,2010-11-28
22,"m",50,1382,2359,82,2001-11-25,2010-11-28
22,"m",55,905,1775,99,2001-11-25,2010-11-28
22,"m",60,765,1233,99,2001-11-25,2010-11-28
22,"m",65,495,988,104,2001-11-25,2010-11-28
22,"m",70,363,725,101,2001-11-25,2010-11-28
22,"m",75,200,312,83,2001-11-25,2010-11-28
22,"m",80,117,181,63,2001-11-25,2010-11-28
22,"m",85,172,105,76,2001-11-25,2010-11-28
22,"f",0,6262,9050,227,2001-11-25,2010-11-28
22,"f",10,5309,8087,41,2001-11-25,2010-11-28
22,"f",15,4164,6906,51,2001-11-25,2010-11-28
22,"f",20,3664,5978,53,2001-11-25,2010-11-28
22,"f",25,2966,5645,39,2001-11-25,2010-11-28
22,"f",30,2389,4351,47,2001-11-25,2010-11-28
22,"f",35,2275,3792,47,2001-11-25,2010-11-28
22,"f",40,1651,2759,34,2001-11-25,2010-11-28
22,"f",45,1209,2479,43,2001-11-25,2010-11-28
22,"f",5,6055,9059,53,2001-11-25,2010-11-28
22,"f",50,942,1744,34,2001-11-25,2010-11-28
22,"f",55,712,1359,52,2001-11-25,2010-11-28
22,"f",60,611,963,50,2001-11-25,2010-11-28
22,"f",65,439,770,64,2001-11-25,2010-11-28
22,"f",70,246,570,56,2001-11-25,2010-11-28
22,"f",75,201,272,64,2001-11-25,2010-11-28
22,"f",80,144,148,45,2001-11-25,2010-11-28
22,"f",85,239,102,73,2001-11-25,2010-11-28
90,"m",0,4887,1908,32,2001-11-25,2010-11-28
90,"m",10,4547,2139,7,2001-11-25,2010-11-28
90,"m",15,3848,1676,24,2001-11-25,2010-11-28
90,"m",20,3349,1304,39,2001-11-25,2010-11-28
90,"m",25,2549,1169,36,2001-11-25,2010-11-28
90,"m",30,2464,1120,33,2001-11-25,2010-11-28
90,"m",35,2195,1032,35,2001-11-25,2010-11-28
90,"m",40,1918,857,43,2001-11-25,2010-11-28
90,"m",45,1532,829,35,2001-11-25,2010-11-28
90,"m",5,4690,2118,8,2001-11-25,2010-11-28
90,"m",50,1342,629,26,2001-11-25,2010-11-28
90,"m",55,909,551,40,2001-11-25,2010-11-28
90,"m",60,878,438,25,2001-11-25,2010-11-28
90,"m",65,641,368,36,2001-11-25,2010-11-28
90,"m",70,523,275,41,2001-11-25,2010-11-28
90,"m",75,338,155,42,2001-11-25,2010-11-28
90,"m",80,206,109,38,2001-11-25,2010-11-28
90,"m",85,344,66,38,2001-11-25,2010-11-28
90,"f",0,4568,1702,23,2001-11-25,2010-11-28
90,"f",10,4294,1946,8,2001-11-25,2010-11-28
90,"f",15,3725,1496,13,2001-11-25,2010-11-28
90,"f",20,3103,1199,12,2001-11-25,2010-11-28
90,"f",25,2633,1153,16,2001-11-25,2010-11-28
90,"f",30,2289,1026,17,2001-11-25,2010-11-28
90,"f",35,2011,935,10,2001-11-25,2010-11-28
90,"f",40,1640,729,12,2001-11-25,2010-11-28
90,"f",45,1278,648,18,2001-11-25,2010-11-28
90,"f",5,4546,2012,8,2001-11-25,2010-11-28
90,"f",50,1095,531,19,2001-11-25,2010-11-28
90,"f",55,768,413,20,2001-11-25,2010-11-28
90,"f",60,657,351,18,2001-11-25,2010-11-28
90,"f",65,516,277,23,2001-11-25,2010-11-28
90,"f",70,349,184,28,2001-11-25,2010-11-28
90,"f",75,253,127,19,2001-11-25,2010-11-28
90,"f",80,218,74,27,2001-11-25,2010-11-28
90,"f",85,367,60,40,2001-11-25,2010-11-28
